blockNumber,timeStamp,hash,nonce,blockHash,transactionIndex,from,to,value,gas,gasPrice,isError,txreceipt_status,input,contractAddress,cumulativeGasUsed,gasUsed,confirmations,tokenName,tokenSymbol,tokenDecimal,tokenID,type,traceId,errCode
13050282,1629303974,0xf717693d9cee0625f6ad12963897d86020fa1df3faa9064f4bf997af2e884ba6,16,0x8389607cfd606b451dec08a8f559b0f97bb81e7d4ca4d12201d76bdbc9af22a9,355,0x9011eb570d1be09ea4d10f38c119dcdf29725c41,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,107000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18164185,203786,545524,Wrapped Ether,WETH,18,,,,
13050282,1629303974,0xf717693d9cee0625f6ad12963897d86020fa1df3faa9064f4bf997af2e884ba6,16,0x8389607cfd606b451dec08a8f559b0f97bb81e7d4ca4d12201d76bdbc9af22a9,355,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x9011eb570d1be09ea4d10f38c119dcdf29725c41,1000000000000000000000,400000,107000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,18164185,203786,545524,Fingerprints,PRINTS,18,,,,
13050984,1629313338,0xffb6cb3570d918ec08e079edc3a2a84f9eb94a074bb995b71aaa9f77f9f7cb23,171,0x64b7c89be7053587d8dde3fc3ff21ded83e6228658c2343b5274646e47003da9,0,0x221320d34800760e06b206acd01e626e463eb03e,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,94000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,186674,186674,544822,Wrapped Ether,WETH,18,,,,
13050984,1629313338,0xffb6cb3570d918ec08e079edc3a2a84f9eb94a074bb995b71aaa9f77f9f7cb23,171,0x64b7c89be7053587d8dde3fc3ff21ded83e6228658c2343b5274646e47003da9,0,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x221320d34800760e06b206acd01e626e463eb03e,1000000000000000000000,400000,94000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,186674,186674,544822,Fingerprints,PRINTS,18,,,,
13052755,1629337206,0x65d4404cb0f3d02da5b9f822df4a4b3de1f4f29161064bf12f74eafb9a06cb50,346,0x7e1b0fe4113282c49ccbfb96b25b5c41b58fa4b3745803aa1b84106161a34aa6,29,0x6b11daed631b0b7c58cfc28893872b75c007aa5e,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,20000000000000000000,400000,90000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3575247,164786,543051,Wrapped Ether,WETH,18,,,,
13052755,1629337206,0x65d4404cb0f3d02da5b9f822df4a4b3de1f4f29161064bf12f74eafb9a06cb50,346,0x7e1b0fe4113282c49ccbfb96b25b5c41b58fa4b3745803aa1b84106161a34aa6,29,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x6b11daed631b0b7c58cfc28893872b75c007aa5e,8000000000000000000000,400000,90000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,3575247,164786,543051,Fingerprints,PRINTS,18,,,,
13052996,1629340642,0xa9c5de501d91b8972b072dfb312e3ce7a63644d03cb9de207786c7b6fbd834b5,1202,0x50c10e96807ee6b81f6d0934fd6bb87c9e830fb6ad3f91ef3b3457f81c8f9d14,3,0xc70b0b44e47e8604b4234f2d2d8e79540b0cf64b,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,57000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,327873,169574,542810,Wrapped Ether,WETH,18,,,,
13052996,1629340642,0xa9c5de501d91b8972b072dfb312e3ce7a63644d03cb9de207786c7b6fbd834b5,1202,0x50c10e96807ee6b81f6d0934fd6bb87c9e830fb6ad3f91ef3b3457f81c8f9d14,3,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xc70b0b44e47e8604b4234f2d2d8e79540b0cf64b,1000000000000000000000,400000,57000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,327873,169574,542810,Fingerprints,PRINTS,18,,,,
13055952,1629379464,0x72514160457cbb7abf8c040e08bc7e734e56054601db64a6fa116aae23a08123,60,0x629c8a1b86a12eb340ab24b1e39151ed915e46b7476f5e2a709d5d5dc76855ab,10,0xb6f2cae207d74df6f91a0a069751877d6f96016a,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,55000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1308418,186674,539854,Wrapped Ether,WETH,18,,,,
13055952,1629379464,0x72514160457cbb7abf8c040e08bc7e734e56054601db64a6fa116aae23a08123,60,0x629c8a1b86a12eb340ab24b1e39151ed915e46b7476f5e2a709d5d5dc76855ab,10,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xb6f2cae207d74df6f91a0a069751877d6f96016a,5000000000000000000000,400000,55000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,1308418,186674,539854,Fingerprints,PRINTS,18,,,,
13056156,1629382215,0x0d05c3b6dfb9787c2cbb709586c5f2b9dbf06eace6498396dbbda1290ed85b07,84,0x047a99bc23ae8d96b6dae3a8dccb810149cf4a6ae3251d58b4fd8b4ba51570b7,37,0x57e51b8bbe76dacd1b16d85335909ce69fdc9d63,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,5000000000000000000,400000,50000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2799217,164774,539650,Wrapped Ether,WETH,18,,,,
13056156,1629382215,0x0d05c3b6dfb9787c2cbb709586c5f2b9dbf06eace6498396dbbda1290ed85b07,84,0x047a99bc23ae8d96b6dae3a8dccb810149cf4a6ae3251d58b4fd8b4ba51570b7,37,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x57e51b8bbe76dacd1b16d85335909ce69fdc9d63,2000000000000000000000,400000,50000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,2799217,164774,539650,Fingerprints,PRINTS,18,,,,
13056275,1629383745,0x2f9e8085a6e510941f2c5018e221d9747160a4310f5d6bfc25013bffec5619ea,3315,0x585c71d49eeb110e66e43e2e0e47a2ee80a8e0a4fa8806b6523b5de830c959dd,65,0x6bf97f2534be2242ddb3a29bfb24d498212dcded,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,55000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3470314,181898,539531,Wrapped Ether,WETH,18,,,,
13056275,1629383745,0x2f9e8085a6e510941f2c5018e221d9747160a4310f5d6bfc25013bffec5619ea,3315,0x585c71d49eeb110e66e43e2e0e47a2ee80a8e0a4fa8806b6523b5de830c959dd,65,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x6bf97f2534be2242ddb3a29bfb24d498212dcded,5000000000000000000000,400000,55000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,3470314,181898,539531,Fingerprints,PRINTS,18,,,,
13056288,1629383962,0xa30f1c8f8e6ddef5e5edadcc2a2164af48cbefcf0e87615fc86013f89e1a3d56,592,0x38a2da437f32c56ab897eee768b17ce121c89b9a915c7dd7c7ce4f278b01cba1,140,0x0d93bc9654df5a50e0e65df55d09ba7b47fb95cd,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,37500000000000000000,400000,52000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7041940,169610,539518,Wrapped Ether,WETH,18,,,,
13056288,1629383962,0xa30f1c8f8e6ddef5e5edadcc2a2164af48cbefcf0e87615fc86013f89e1a3d56,592,0x38a2da437f32c56ab897eee768b17ce121c89b9a915c7dd7c7ce4f278b01cba1,140,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x0d93bc9654df5a50e0e65df55d09ba7b47fb95cd,15000000000000000000000,400000,52000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,7041940,169610,539518,Fingerprints,PRINTS,18,,,,
13056302,1629384157,0x462ad5653cd427be259321ee6d460ae464eecf057508a45a35597887d1258316,12,0x70609707d23ae5223c232b1acb82b52bf7c1ef4c233620e62db43509719590ca,14,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xbc49de68bcbd164574847a7ced47e7475179c76b,95000000000000000000,51759,54957140497,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1457907,29706,539504,Wrapped Ether,WETH,18,,,,
13056936,1629392348,0x2650b2ecc9c2bb699f11e8ce4ee80915ab4d872b123e2fdf9cd8b4b247d33a5a,88,0x948eb121c0528e5ebe35255fe8b715a7312eb3774ad07afe0f4f4bffc840dd77,180,0xbc49de68bcbd164574847a7ced47e7475179c76b,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,25000000000000000000000,115096,52000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,12971389,79496,538870,Fingerprints,PRINTS,18,,,,
13056938,1629392369,0xaf8d49e3c954a19c20755e08c8365c0e43a921f32e29b9e13f2b203bcad7b6d9,130,0xfe5d251056be22ed417d76a28229350ed9929c7c712dc6dc85b2cc85438e4cc8,246,0xbbb6e8eabfbf4d1a6ebf16801b62cf7bdf70ce57,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,77391,50000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,17556839,46794,538868,Wrapped Ether,WETH,18,,,,
13056969,1629392804,0xdefb3b2bca1c5bf5d5f9166db2191c49440d47618d0fb5980da5dddfc23d4615,13,0x58162a63d5e2206ee0c1433fc3d04f3f4e6aa04155f2516eeaacbf2872f4d4a6,33,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xbbb6e8eabfbf4d1a6ebf16801b62cf7bdf70ce57,5000000000000000000000,68055,63780889311,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,3599836,45370,538837,Fingerprints,PRINTS,18,,,,
13057630,1629401581,0x72bb741aaa4e552d6d7349a88acec0096e2967fccacc3b3e545d011b7c5a1098,10,0x9300b519f598e6181cc75554d35388f8a2aba7a70a44eaf1ef3c866330176b92,136,0x46505a0c3c1494d0c4ed8099c0547eb18b700919,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,59593177968,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12138710,169598,538176,Wrapped Ether,WETH,18,,,,
13057630,1629401581,0x72bb741aaa4e552d6d7349a88acec0096e2967fccacc3b3e545d011b7c5a1098,10,0x9300b519f598e6181cc75554d35388f8a2aba7a70a44eaf1ef3c866330176b92,136,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x46505a0c3c1494d0c4ed8099c0547eb18b700919,5000000000000000000000,400000,59593177968,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,12138710,169598,538176,Fingerprints,PRINTS,18,,,,
13058458,1629412202,0xd1bec53603c7cf0075214328fd038439347cb950b854aa619ef85c8bff9c29a3,3,0x40271c0eda8e936f9d8a6c7800ed461f22e8e49536923071ba26b1b19a6cd7a3,78,0x37ea434799b0ec581a073ed88e187cf4a22c5bce,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,46000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8643300,181874,537348,Wrapped Ether,WETH,18,,,,
13058458,1629412202,0xd1bec53603c7cf0075214328fd038439347cb950b854aa619ef85c8bff9c29a3,3,0x40271c0eda8e936f9d8a6c7800ed461f22e8e49536923071ba26b1b19a6cd7a3,78,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x37ea434799b0ec581a073ed88e187cf4a22c5bce,5000000000000000000000,400000,46000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,8643300,181874,537348,Fingerprints,PRINTS,18,,,,
13059436,1629426027,0x245a880c6089275e869fb19c654916d67aaadcd8734f65c3f8b8e91132b3378e,82,0x6432fefcef2b5e049b697fdee1fe4c7fd3fa660d3aa4d175a21921b96ae5d944,69,0xa334d9bb907240fe01fa4a1d8baeec4cc0a75747,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,39154769774,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5244018,164774,536370,Wrapped Ether,WETH,18,,,,
13059436,1629426027,0x245a880c6089275e869fb19c654916d67aaadcd8734f65c3f8b8e91132b3378e,82,0x6432fefcef2b5e049b697fdee1fe4c7fd3fa660d3aa4d175a21921b96ae5d944,69,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xa334d9bb907240fe01fa4a1d8baeec4cc0a75747,1000000000000000000000,400000,39154769774,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,5244018,164774,536370,Fingerprints,PRINTS,18,,,,
13062592,1629468725,0xcd17ba6cfd822e448f335235c93038b36abd0aa79ea65cc4c25e818a2eb81382,710,0xf5cd5c7d718a440dcbbb2e366cbe2834e7f8cdf44d5ecc57d9f8c017f4e2b707,13,0x202eca424a8db90924a4daa3e6bcecd9311f668e,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,5000000000000000000,400000,56000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,947310,164786,533214,Wrapped Ether,WETH,18,,,,
13062592,1629468725,0xcd17ba6cfd822e448f335235c93038b36abd0aa79ea65cc4c25e818a2eb81382,710,0xf5cd5c7d718a440dcbbb2e366cbe2834e7f8cdf44d5ecc57d9f8c017f4e2b707,13,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x202eca424a8db90924a4daa3e6bcecd9311f668e,2000000000000000000000,400000,56000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,947310,164786,533214,Fingerprints,PRINTS,18,,,,
13062845,1629472446,0x1c3b325f33a7443c32cf8eac68797aa479b01d4434fb7182585c81fa80ad994b,6,0x4f3cd653bc7b41b1b0b796886b2c7ba253967ef6aa68d15c0a92c6535766bd76,55,0xf7c9c8defbe736ba3a3034ef22a5cea7bdd69d30,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,125000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3577052,181886,532961,Wrapped Ether,WETH,18,,,,
13062845,1629472446,0x1c3b325f33a7443c32cf8eac68797aa479b01d4434fb7182585c81fa80ad994b,6,0x4f3cd653bc7b41b1b0b796886b2c7ba253967ef6aa68d15c0a92c6535766bd76,55,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xf7c9c8defbe736ba3a3034ef22a5cea7bdd69d30,5000000000000000000000,400000,125000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,3577052,181886,532961,Fingerprints,PRINTS,18,,,,
13062858,1629472626,0x0d0c97c111f37b2913627e862236ca4c5f2224d90d8e89faf22cf4fdb009ba9e,15,0xdbff5bcb59e6e7333139487e3219243951b9ba701711ae5b7e783cfdbfdfb987,430,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xbc49de68bcbd164574847a7ced47e7475179c76b,57500000000000000000,51759,93290751546,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,28244819,29706,532948,Wrapped Ether,WETH,18,,,,
13064062,1629488698,0x24b78880f23fff83ae5cb139e0ca5efca6ca72e5d70a7aa0eb18a210d9f10c82,89,0x3f46c148d385ead1a1b04224408951d3dfa4e13f2b01afd3ac8d49002306f99c,43,0xbc49de68bcbd164574847a7ced47e7475179c76b,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,25000000000000000000000,115096,60000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,2354315,79496,531744,Fingerprints,PRINTS,18,,,,
13064243,1629490805,0x7f4d94fbc29719a15140a53663ff577bb2ad1313651c14660ea69dc4af7798ba,16,0x28759bcd7fd77f66d3b49cd83219a176c86705cff8c35fb8c88192dea4531afc,168,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x2e21f5d32841cf8c7da805185a041400bf15f21a,5000000000000000000000,93687,73579466011,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,13403023,62458,531563,Fingerprints,PRINTS,18,,,,
13064594,1629495128,0xa86dcb47f8325ad19516269a680d9227dbd47ff5bb93f2fff7e2082a9265575e,179,0x3dde2d6cc28bfb6e4d062ec55c611ee82210445477690520b3a7060858b480ed,26,0xbfbe29231556b51d0f6745e70285224bc1cf1f72,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,49000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4244726,181886,531212,Wrapped Ether,WETH,18,,,,
13064594,1629495128,0xa86dcb47f8325ad19516269a680d9227dbd47ff5bb93f2fff7e2082a9265575e,179,0x3dde2d6cc28bfb6e4d062ec55c611ee82210445477690520b3a7060858b480ed,26,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xbfbe29231556b51d0f6745e70285224bc1cf1f72,1000000000000000000000,400000,49000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,4244726,181886,531212,Fingerprints,PRINTS,18,,,,
13064823,1629497708,0x965bb4c8727603a1a4ec6b03e0de5ca94075aab3dbe0ba51a6b0886478059bd2,99,0x36d8b5264564f708394bf42dda61dfc43971c678f62a406e400365be63d3ee01,77,0xc87c5a6702abd6eb76130cd5ac4d1a837fe9d7f7,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,5000000000000000000,400000,48000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4816789,164774,530983,Wrapped Ether,WETH,18,,,,
13064823,1629497708,0x965bb4c8727603a1a4ec6b03e0de5ca94075aab3dbe0ba51a6b0886478059bd2,99,0x36d8b5264564f708394bf42dda61dfc43971c678f62a406e400365be63d3ee01,77,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xc87c5a6702abd6eb76130cd5ac4d1a837fe9d7f7,2000000000000000000000,400000,48000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,4816789,164774,530983,Fingerprints,PRINTS,18,,,,
13067237,1629529703,0xe4364eb53425c602bf120363f988265dad309a0ff265702badd3eeb281ddabbd,857,0xe143f06dd55a4edba385228185fd638acb3e6f43ffaeaf007b9393fa03f6effa,172,0xefcc4c68e1ddfaa4f0fa3a7479f0fb082f96a56b,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,31000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8844916,169586,528569,Wrapped Ether,WETH,18,,,,
13067237,1629529703,0xe4364eb53425c602bf120363f988265dad309a0ff265702badd3eeb281ddabbd,857,0xe143f06dd55a4edba385228185fd638acb3e6f43ffaeaf007b9393fa03f6effa,172,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xefcc4c68e1ddfaa4f0fa3a7479f0fb082f96a56b,1000000000000000000000,400000,31000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,8844916,169586,528569,Fingerprints,PRINTS,18,,,,
13069614,1629561738,0x78ed34def45ae1dbd0a0d06262e927d09cc96f9361dabb41735849d48dc06c1e,2,0x0aa99d687462b9b9c184a8d7cfa1738a6741e3efcf4e6314f21dc652127443ef,17,0xb9cdeb51bd53faf41ea92c94526f40f15460c088,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,50000000000000000000,41407,48200000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,814987,34506,526192,Wrapped Ether,WETH,18,,,,
13069623,1629561896,0xfa6312eec84a157f4ec4c0e3649c389c4d80f30457777ad0e63f574161933d25,17,0xda3562b9c724ad1cba30ead09f60001df1e5d4f5202048dd0a9a3f1bad227eb8,277,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xb9cdeb51bd53faf41ea92c94526f40f15460c088,20000000000000000000000,93705,39349857611,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,27555159,62470,526183,Fingerprints,PRINTS,18,,,,
13070337,1629571460,0x5a5bc3f4e29dfc5d0348675945b88763dcc9c5428788b3b3b817f2466a164a73,119,0x6ed1f88998c15f25454c6f784de52fd0f395c4577d92c66125dd5815faa3e4bf,10,0x6456f20453a383004f17b921cd770d187fcd30ef,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,104000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,858839,169586,525469,Wrapped Ether,WETH,18,,,,
13070337,1629571460,0x5a5bc3f4e29dfc5d0348675945b88763dcc9c5428788b3b3b817f2466a164a73,119,0x6ed1f88998c15f25454c6f784de52fd0f395c4577d92c66125dd5815faa3e4bf,10,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x6456f20453a383004f17b921cd770d187fcd30ef,5000000000000000000000,400000,104000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,858839,169586,525469,Fingerprints,PRINTS,18,,,,
13071033,1629581054,0x35d5c589b544ecf80330265083e7720d17a85d28e4ffb7d6ec07bb611513c54d,615,0xeda01bd1fd06116cba4a60eccb4b7b3ecc3ddc52875e3a051b2d7d4516d0433f,292,0xbfa35d6f9971837b960e920321100c3e21a8c7cc,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,30418932246,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,28246899,181874,524773,Wrapped Ether,WETH,18,,,,
13071033,1629581054,0x35d5c589b544ecf80330265083e7720d17a85d28e4ffb7d6ec07bb611513c54d,615,0xeda01bd1fd06116cba4a60eccb4b7b3ecc3ddc52875e3a051b2d7d4516d0433f,292,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xbfa35d6f9971837b960e920321100c3e21a8c7cc,1000000000000000000000,400000,30418932246,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,28246899,181874,524773,Fingerprints,PRINTS,18,,,,
13075176,1629636008,0xc7d1418202d28bf14989ac6baa48aa0d44a7ce1b34c2d12c96514447b4346f9d,275,0xe125c2c68186f080897900e26dc9c3ca7830c006f44319d737964f56c394de67,149,0x77d550883410f4d1d88c2bf79132f375cfed31ef,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,2500000000000000000,400000,35000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12802776,181874,520630,Wrapped Ether,WETH,18,,,,
13075176,1629636008,0xc7d1418202d28bf14989ac6baa48aa0d44a7ce1b34c2d12c96514447b4346f9d,275,0xe125c2c68186f080897900e26dc9c3ca7830c006f44319d737964f56c394de67,149,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x77d550883410f4d1d88c2bf79132f375cfed31ef,1000000000000000000000,400000,35000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,12802776,181874,520630,Fingerprints,PRINTS,18,,,,
13076065,1629648252,0xef6d9a5007bf3d963a5f19f9206d16bc8e2329b5d3ea82351cf30c4d26d88734,18,0x31e7cdf64965d58530166b70c99c7215b1fcc89a191edca0a7f0edce1d4b6338,236,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0xbc49de68bcbd164574847a7ced47e7475179c76b,77500000000000000000,51759,38467504386,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,21737707,29706,519741,Wrapped Ether,WETH,18,,,,
13076425,1629653143,0x78e6f7ad65238bf82d265b480b25f9557556c1fb408e6c9729f5f68619d97ad1,1233,0x1850c0f5f4bcb120aa733f85254b195b2cc475f6058adac56d0e421021bc5e1d,134,0x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,5000000000000000000,400000,65000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6574285,203786,519381,Wrapped Ether,WETH,18,,,,
13076425,1629653143,0x78e6f7ad65238bf82d265b480b25f9557556c1fb408e6c9729f5f68619d97ad1,1233,0x1850c0f5f4bcb120aa733f85254b195b2cc475f6058adac56d0e421021bc5e1d,134,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab,2000000000000000000000,400000,65000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,6574285,203786,519381,Fingerprints,PRINTS,18,,,,
13082876,1629739484,0x9ef1e659d9b6f03f52ae2ffd0efe209e5dccd34a75f10a1b31aea372be46301f,93,0x5708dab4943c44c1a9568e30e53c97ed23485ed53a5120caf5b0e0a8aae6886e,148,0xbc49de68bcbd164574847a7ced47e7475179c76b,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,25000000000000000000000,115084,57332403823,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,12215610,79484,512930,Fingerprints,PRINTS,18,,,,
13083567,1629748510,0x73da65bdc71d7ff604add35b0251ff462ef1051ecf1ba715c6b886b1bf9ae506,4,0xa2f6579bf2f0806435de7e72d2997b404b55a2d187cbf552a3c31b800c37a6f6,37,0x13443dcd2c555716a81ef7018ab4ccfb38946f95,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,137000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1747930,181898,512239,Wrapped Ether,WETH,18,,,,
13083567,1629748510,0x73da65bdc71d7ff604add35b0251ff462ef1051ecf1ba715c6b886b1bf9ae506,4,0xa2f6579bf2f0806435de7e72d2997b404b55a2d187cbf552a3c31b800c37a6f6,37,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x13443dcd2c555716a81ef7018ab4ccfb38946f95,5000000000000000000000,400000,137000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,1747930,181898,512239,Fingerprints,PRINTS,18,,,,
13084542,1629761296,0x73a33cc4eb4e3a051c5474d870ec8c623a9ba1e8640d920f15d5ff924948fa70,226,0xe492a285d7afe2968d8b05c383272e9745bc40a6278311a6697851689b9a63dd,19,0x07cc65ec4de72fdf7d2b6c39fd80c4ea4706215b,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,120000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1545079,186698,511264,Wrapped Ether,WETH,18,,,,
13084542,1629761296,0x73a33cc4eb4e3a051c5474d870ec8c623a9ba1e8640d920f15d5ff924948fa70,226,0xe492a285d7afe2968d8b05c383272e9745bc40a6278311a6697851689b9a63dd,19,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,0x07cc65ec4de72fdf7d2b6c39fd80c4ea4706215b,5000000000000000000000,400000,120000000000,,,deprecated,0x4dd28568d05f09b02220b09c2cb307bfd837cb95,1545079,186698,511264,Fingerprints,PRINTS,18,,,,
13089491,1629827124,0x860700a25e34cd8cbb17d4af1b54b525cb1917794b220b50aaae4277198e7a44,35,0x43b1f02a4dcbaf319e3b93a57ce998ba7b2d5c9bede3bc9279cd96fc8a71a81a,78,0x8e7644918b3e280fb3b599ca381a4efcb7ade201,0x45e77e6473676ab30ed64f3815fea7847d02d7b8,12500000000000000000,400000,121000000000,,,deprecated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4259546,164798,506315,Wrapped Ether,WETH,18,,,,
